"","Project","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","Evacuation_Date","Sample_ID","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"104","TMP","C","D5","15CM",NA,NA,"PW",5,20250131,20250128,"TMP_C_D5_20250131_15CM",0.6508,0.0202994385527137,"Within_Range",NA,5.4581,0.153966149506347,"Within_Range",NA,0.0098887867,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"105","TMP","C","B4","15CM",NA,NA,"PW",5,20250131,20250128,"TMP_C_B4_20250131_15CM",3.9657,0.123696194635059,"Within_Range",NA,11.1602,0.314815232722144,"Within_Range",NA,0.0201924814,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"106","TMP","C","C3","15CM",NA,NA,"PW",5,20250131,20250128,"TMP_C_C3_20250131_15CM",1.2316,0.0384154709918902,"Within_Range",NA,11.4565,0.323173483779972,"Within_Range",NA,0.0207278955,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"107","TMP","C","E3","15CM",NA,NA,"PW",5,20250131,20250128,"TMP_C_E3_20250131_15CM",0.7333,0.0228727386150967,"Within_Range",NA,3.7182,0.104885754583921,"Within_Range",NA,0.0067447874,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"108","TMP","C","H6","15CM",NA,NA,"PW",5,20250131,20250128,"TMP_C_H6_20250131_15CM",1.9586,0.0610917030567686,"Within_Range",NA,5.5172,0.155633286318759,"Within_Range",NA,0.0099955804,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"109","TMP","C","F4","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_F4_20250204_15CM",1.7362,0.0541547099189021,"Within_Range",NA,5.0669,0.142930888575458,"Within_Range",NA,0.0091818883,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"110","TMP","C","H3","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_H3_20250204_15CM",1.0989,0.034276356830942,"Within_Range",NA,0.8977,0.0253229901269394,"Within_Range",NA,0.0016481439,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"111","TMP","C","E3","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_E3_20250204_15CM",0.9494,0.0296132252027449,"Within_Range",NA,3.5268,0.0994866008462623,"Within_Range",NA,0.0063989276,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"112","TMP","C","F6","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_F6_20250204_15CM",1.6846,0.0525452276980661,"Within_Range",NA,5.6099,0.158248236953456,"Within_Range",NA,0.0101630893,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ","light color"
"113","TMP","C","B4","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_B4_20250204_15CM",3.0106,0.0939051777916407,"Within_Range",NA,4.8842,0.137777150916784,"Within_Range",NA,0.0088517494,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"114","TMP","C","C6","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_C6_20250204_15CM",0.8535,0.026621958827199,"Within_Range",NA,3.5633,0.100516220028209,"Within_Range",NA,0.0064648831,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"115","TMP","C","C3","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_C3_20250204_15CM",1.0785,0.0336400499064255,"Within_Range",NA,2.7472,0.0774950634696756,"Within_Range",NA,0.0049901904,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ","light color"
"116","TMP","C","I5","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_I5_20250204_15CM",1.3425,0.0418746101060512,"Within_Range",NA,5.0466,0.142358251057828,"Within_Range",NA,0.0091452062,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"117","TMP","C","D5","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_D5_20250204_15CM",0.8392,0.0261759201497193,"Within_Range",NA,3.7902,0.106916784203103,"Within_Range",NA,0.0068748914,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"118","TMP","C","H6","15CM",NA,NA,"PW",5,20250204,20250131,"TMP_C_H6_20250204_15CM",1.8468,0.0576044915782907,"Within_Range",NA,4.9172,0.138708039492243,"Within_Range",NA,0.0089113804,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"119","TMP","C","F4","15CM",NA,NA,"PW",5,20250403,20250331,"TMP_C_F4_20250403_15CM",1.5258,0.0475920149719276,"Within_Range",NA,3.0878,0.0871029619181946,"Within_Range",NA,0.0056056546,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"120","TMP","C","F6","15CM",NA,NA,"PW",5,20250403,20250331,"TMP_C_F6_20250403_15CM",1.5852,0.0494447910168434,"Within_Range",NA,2.3813,0.0671734837799718,"Within_Range",NA,0.0043290091,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"121","TMP","C","H6","15CM",NA,NA,"PW",5,20250403,20250331,"TMP_C_H6_20250403_15CM",0.8039,0.0250748596381784,"Within_Range",NA,1.4906,0.0420479548660085,"Within_Range",NA,0.0027195142,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"122","TMP","C","C6","15CM",NA,NA,"PW",5,20250403,20250331,"TMP_C_C6_20250403_15CM",0.7555,0.023565190268247,"Within_Range",NA,13.8442,0.390527503526093,"Within_Range",NA,0.0250424694,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"123","TMP","C","I5","15CM",NA,NA,"PW",5,20250403,20250331,"TMP_C_I5_20250403_15CM",1.0032,0.0312913287585777,"Within_Range",NA,0.8987,0.0253511988716502,"Within_Range",NA,0.0016499509,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"124","TMP","C","F4","15CM",NA,NA,"PW",5,20250509,20250506,"TMP_C_F4_20250509_15CM",1.0714,0.033418590143481,"Within_Range",NA,4.6555,0.13132581100141,"Within_Range",NA,0.0084384885,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ","sub-sampled at 1418"
"125","TMP","C","H3","15CM",NA,NA,"PW",5,20250509,20250506,"TMP_C_H3_20250509_15CM",0.1549,0.00483156581409856,"Within_Range",NA,1.1126,0.0313850493653032,"Within_Range",NA,0.0020364682,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ","sub-sampled at 1401"
"126","TMP","C","I5","15CM",NA,NA,"PW",5,20250509,20250506,"TMP_C_I5_20250509_15CM",0.4619,0.0144073611977542,"Within_Range",NA,1.1403,0.0321664315937941,"Within_Range",NA,0.0020865221,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ","sub-sampled at 1351"
"127","TMP","C","B4","15CM",NA,NA,"PW",5,20250509,20250506,"TMP_C_B4_20250509_15CM",0.4076,0.0127136618839676,"Within_Range",NA,1.4444,0.0407447108603667,"Within_Range",NA,0.0026360308,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ","sub-sampled at 1422"
"128","TMP","C","H6","15CM",NA,NA,"PW",5,20250509,20250506,"TMP_C_H6_20250509_15CM",0.1469,0.00458203368683718,"Within_Range",NA,1.4521,0.0409619181946403,"Within_Range",NA,0.0026499447,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ","sub-sampled at 1411"
"129","TMP","C","F4","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_F4_20250602_15CM",0.4048,0.0126263256394261,"Within_Range",NA,13.2532,0.373856135401975,"Within_Range",NA,0.0239745324,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"130","TMP","C","F6","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_F6_20250602_15CM",0.7918,0.0246974422956956,"Within_Range",NA,0.6691,0.0188744710860367,"Within_Range",NA,0.0012350637,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"131","TMP","C","I5","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_I5_20250602_15CM",0.1915,0.0059731752963194,"Within_Range",NA,0.2985,0.00842031029619182,"Within_Range",NA,0.0005653895,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"132","TMP","C","C3","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_C3_20250602_15CM",0.2617,0.00816281971303805,"Within_Range",NA,0.4486,0.012654442877292,"Within_Range",NA,0.0008366202,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"133","TMP","C","H3","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_H3_20250602_15CM",0.126,0.00393013100436681,"Within_Range",NA,0.1806,0.00509449929478138,"Within_Range",NA,0.0003523442,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"134","TMP","C","B4","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_B4_20250602_15CM",0.331,0.0103243917654398,"Within_Range",NA,0.6221,0.0175486600846262,"Within_Range",NA,0.0011501347,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"135","TMP","C","H6","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_H6_20250602_15CM",0.1618,0.00504678727386151,"Within_Range",NA,0.2516,0.00709732016925247,"Within_Range",NA,0.0004806412,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"136","TMP","C","D5","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_D5_20250602_15CM",0.856,0.0266999376169682,"Within_Range",NA,1.5238,0.042984485190409,"Within_Range",NA,0.0027795066,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"137","TMP","C","C6","15CM",NA,NA,"PW",5,20250602,20250530,"TMP_C_C6_20250602_15CM",0.1139,0.00355271366188397,"Within_Range",NA,0.3611,0.0101861777150917,"Within_Range",NA,0.0006785077,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"138","TMP","C","H3","15CM",NA,NA,"PW",5,20250711,20250708,"TMP_C_H3_20250711_15CM",0.0597,0.00186213349968808,"Within_Range",NA,0.0232,0.00065444287729196,"Within_Range",NA,6.79224e-05,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"139","TMP","C","E3","15CM",NA,NA,"PW",5,20250711,20250708,"TMP_C_E3_20250711_15CM",0.147,0.00458515283842795,"Within_Range",NA,0.4983,0.0140564174894217,"Within_Range",NA,0.0009264281,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"140","TMP","C","F6","15CM",NA,NA,"PW",5,20250711,20250708,"TMP_C_F6_20250711_15CM",1.0586,0.0330193387398628,"Within_Range",NA,0.3997,0.0112750352609309,"Within_Range",NA,0.0007482579,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"141","TMP","C","H6","15CM",NA,NA,"PW",5,20250711,20250708,"TMP_C_H6_20250711_15CM",0.0453,0.00141297567061759,"Within_Range",NA,0.1701,0.00479830747531735,"Within_Range",NA,0.0003333707,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"142","TMP","C","I5","15CM",NA,NA,"PW",5,20250711,20250708,"TMP_C_I5_20250711_15CM",0.0822,0.00256394260761073,"Within_Range",NA,0.3858,0.0108829337094499,"Within_Range",NA,0.0007231406,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"143","TMP","SW","F6","15CM",NA,NA,"PW",5,20250929,20250926,"TMP_SW_F6_20250929_15CM",2.1812,0.0680349344978166,"Within_Range",NA,71.0137,2.00320733427362,"Within_Range",NA,0.1283477559,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"144","TMP","SW","B4","15CM",NA,NA,"PW",5,20250929,20250926,"TMP_SW_B4_20250929_15CM",2.3764,0.0741235184029944,"Within_Range",NA,115.3775,3.25465444287729,"Within_Range",NA,0.2085131425,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"145","TMP","SW","H6","15CM",NA,NA,NA,NA,20250926,NA,"TMP_SW_H6_20250926_15CM",9.9831,0.311388022457891,"Within_Range",NA,74.5543,2.1030832157969,"Within_Range",NA,0.1347456201,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"146","TMP","SW","H3","15CM",NA,NA,"PW",5,20250926,20250923,"TMP_SW_H3_20250926_15CM",2.0104,0.062707423580786,"Within_Range",NA,102.6436,2.89544710860367,"Within_Range",NA,0.1855029852,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"147","TMP","SW","D5","15CM",NA,NA,"PW",5,20250926,20250923,"TMP_SW_D5_20250926_15CM",2.3257,0.0725421085464753,"Within_Range",NA,60.3808,1.70326657263752,"Within_Range",NA,0.1091341056,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"148","TMP","SW","H6","15CM",NA,NA,"PW",5,20251101,20251029,"TMP_SW_H6_20251101_15CM",1.3249,0.0413256394260761,"Within_Range",NA,33.2391,0.937633286318759,"Within_Range",NA,0.0600890537,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"149","TMP","SW","F6","15CM",NA,NA,"PW",5,20251101,20251029,"TMP_SW_F6_20251101_15CM",1.9321,0.0602651278852152,"Within_Range",NA,67.3225,1.8990832157969,"Within_Range",NA,0.1216777575,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"150","TMP","SW","D5","15CM",NA,NA,"PW",5,20251101,20251029,"TMP_SW_D5_20251101_15CM",3.1101,0.0970087336244541,"Within_Range",NA,64.1251,1.80888857545839,"Within_Range",NA,0.1159000557,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"151","TMP","SW","C3","15CM",NA,NA,"PW",5,20251101,20251029,"TMP_SW_C3_20251101_15CM",2.4646,0.0768746101060511,"Within_Range",NA,56.3002,1.58815796897038,"Within_Range",NA,0.1017604614,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"152","TMP","FW","I5","15CM",NA,NA,"PW",5,20251101,20251029,"TMP_FW_I5_20251101_15CM",0.2507,0.00781971303805365,"Within_Range",NA,3.1271,0.0882115655853314,"Within_Range",NA,0.0056766697,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"153","TMP","C","I5","15CM",NA,NA,"PW",5,20251101,20251029,"TMP_C_I5_20251101_15CM",0.2682,0.00836556456643793,"Within_Range",NA,3.6609,0.103269393511989,"Within_Range",NA,0.0066412463,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"154","TMP","SW","B4","15CM",NA,NA,"PW",5,20251101,20251029,"TMP_SW_B4_20251101_15CM",1.5132,0.047199001871491,"Within_Range",NA,129.0029,3.63900987306065,"Within_Range",NA,0.2331342403,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
