"Date","Project","Curve","R2","Slope","Intercept","Top_STD"
"20260109","GENX2","FE_Tot_high",0.995866445504254,0.0016860106995949,0.0394530636881522,100
"20260109","GENX2","FE_2_abs2",0.999352531932663,0.00430046166796486,0.0390195215368004,100
"20260109","GENX2","FE_3_abs1",0.00108640819262518,0.00000976393591674351,0.038381073865747,500
"20260109","GENX2","FE_2_diff",0.985040004673551,0.00171740364163515,-0.000246524791516772,100
"20260108","GENX2","FE_2_low",0.991737113,0.002724962,0.037859944,60
"20260108","GENX2","FE_2_high",0.989332532,0.002111364,0.051334126,500
"20260108","GENX2","FE_Tot_low",0.98957242,0.001669622,0.039484302,60
"20260108","GENX2","FE_Tot_high",0.995162317,0.001702051,0.039135681,100
"20260108","GENX2","FE_2_abs2",0.9955932,0.004259262,0.040374214,100
"20260108","GENX2","FE_3_abs1",-0.017633051,0.00000695239,0.03927854,500
"20260108","GENX2","FE_2_diff",0.964601939,0.001568142,0.002194111,100
"20260106","GENX2","FE_2_low",0.987604401,0.00263628,0.039059022,60
"20260106","GENX2","FE_2_high",0.98649544,0.00210469,0.052513306,500
"20260106","GENX2","FE_Tot_low",0.989586194,0.001790863,0.03840993,60
"20260106","GENX2","FE_Tot_high",0.99268409,0.00171934,0.039110221,100
"20260106","GENX2","FE_2_abs2",0.995897156,0.004302209,0.040154662,100
"20260106","GENX2","FE_3_abs1",0.386983666,0.000040892,0.03819198,500
"20260106","GENX2","FE_2_diff",0.990055825,0.001720441,0.000520255,100
"20260107","GENX2","FE_2_low",0.995400932,0.002732874,0.037815928,60
"20260107","GENX2","FE_2_high",0.99670773,0.002145842,0.048574416,500
"20260107","GENX2","FE_Tot_low",0.996098822,0.001833758,0.038032932,60
"20260107","GENX2","FE_Tot_high",0.986433597,0.001646868,0.039996727,100
"20260107","GENX2","FE_2_abs2",0.99659528,0.004279167,0.040817498,100
"20260107","GENX2","FE_3_abs1",0.234016617,0.0000208353,0.037591275,500
"20260107","GENX2","FE_2_diff",0.990393798,0.00168355,0.001584278,100
"20241231","COMPASS","FE_2_low",0.992341095,0.002812059,0.037052972,60
"20241231","COMPASS","FE_2_high",0.98918002,0.002140976,0.05165239,500
"20241231","COMPASS","FE_Tot_low",0.991137421,0.002205383,0.040048877,60
"20241231","COMPASS","FE_Tot_high",0.990094857,0.002044158,0.041676453,100
"20241231","COMPASS","FE_2_abs2",0.988755876,0.004686071,0.043166732,100
"20241231","COMPASS","FE_3_abs1",0.866975119,0.0000203,0.038302618,500
"20241231","COMPASS","FE_2_diff",0.99179292,0.001883461,0.003290623,100
"20241230","COMPASS","FE_2_low",0.990318524,0.00286315,0.036294148,60
"20241230","COMPASS","FE_2_high",0.992833437,0.00221581,0.049229686,500
"20241230","COMPASS","FE_Tot_low",0.997009663,0.002081337,0.038433394,60
"20241230","COMPASS","FE_Tot_high",0.996171774,0.001979975,0.039390084,100
"20241230","COMPASS","FE_2_abs2",0.994803654,0.004530385,0.040517385,100
"20241230","COMPASS","FE_3_abs1",0.89313155,0.0000207,0.038123889,500
"20241230","COMPASS","FE_2_diff",0.991775735,0.001793457,0.002178188,100
"20241220","COMPASS","FE_2_low",0.991017294,0.002898222,0.036787358,60
"20241220","COMPASS","FE_2_high",0.986323337,0.002208437,0.052947928,500
"20241220","COMPASS","FE_Tot_low",0.984557857,0.002053733,0.040240225,60
"20241220","COMPASS","FE_Tot_high",0.984005952,0.001861841,0.042177377,100
"20241220","COMPASS","FE_2_abs2",0.997167771,0.004641104,0.039855547,100
"20241220","COMPASS","FE_3_abs1",0.946792632,0.0000192,0.037606833,500
"20241220","COMPASS","FE_2_diff",0.995200656,0.00182435,0.0024052,100
"20241213","COMPASS","FE_2_low",0.997162508,0.002738399,0.037647548,60
"20241213","COMPASS","FE_2_high",0.987869818,0.002014688,0.051218362,500
"20241213","COMPASS","FE_Tot_low",0.995411061,0.002067713,0.039204887,60
"20241213","COMPASS","FE_Tot_high",0.991601927,0.001901407,0.04088375,100
"20241213","COMPASS","FE_2_abs2",0.996172441,0.004511839,0.040599731,100
"20241213","COMPASS","FE_3_abs1",0.898736061,0.000015,0.037844679,500
"20241213","COMPASS","FE_2_diff",0.986353543,0.001658745,0.003109656,100
"20241212","COMPASS","FE_2_low",0.985148151,0.002677632,0.038335997,60
"20241212","COMPASS","FE_2_high",0.985632171,0.002157002,0.052012728,500
"20241212","COMPASS","FE_Tot_low",0.99547884,0.002145685,0.039078185,60
"20241212","COMPASS","FE_Tot_high",0.994312794,0.002000454,0.040544295,100
"20241212","COMPASS","FE_2_abs2",0.997890717,0.004493767,0.040877244,100
"20241212","COMPASS","FE_3_abs1",0.876343433,0.0000145,0.037669183,500
"20241212","COMPASS","FE_2_diff",0.987666492,0.00163071,0.00309122,100
"20241203","COMPASS","FE_2_low",0.994607573,0.002936586,0.036371892,60
"20241203","COMPASS","FE_2_high",0.989567568,0.00210101,0.051408337,500
"20241203","COMPASS","FE_Tot_low",0.995693499,0.002037474,0.03926701,60
"20241203","COMPASS","FE_Tot_high",0.99116982,0.001924254,0.040184536,100
"20241203","COMPASS","FE_2_abs2",0.99726696,0.004686992,0.039634074,100
"20241203","COMPASS","FE_3_abs1",0.887850449,0.0000144,0.037851364,500
"20241203","COMPASS","FE_2_diff",0.991715176,0.001858171,0.002102386,100
"20241202","COMPASS","FE_2_low",0.996618809,0.002905603,0.0366807,60
"20241202","COMPASS","FE_2_high",0.989875254,0.002251833,0.049920502,500
"20241202","COMPASS","FE_Tot_low",0.986838769,0.00194725,0.039556687,60
"20241202","COMPASS","FE_Tot_high",0.991513064,0.001877243,0.040263402,100
"20241202","COMPASS","FE_2_abs2",0.997198773,0.004367245,0.039743227,100
"20241202","COMPASS","FE_3_abs1",0.856147575,0.000013,0.037889098,500
"20241202","COMPASS","FE_2_diff",0.993630845,0.001653285,0.001250475,100
"20241113","COMPASS","FE_2_low",0.991633345,0.002694627,0.037118191,60
"20241113","COMPASS","FE_2_high",0.996788423,0.002115483,0.047520815,500
"20241113","COMPASS","FE_Tot_low",0.994245306,0.002069321,0.039308199,60
"20241113","COMPASS","FE_Tot_high",0.995660493,0.002067632,0.039324885,100
"20241113","COMPASS","FE_2_abs2",0.994907687,0.004301069,0.041288796,100
"20241113","COMPASS","FE_3_abs1",0.711901186,0.0000111,0.037908182,500
"20241113","COMPASS","FE_2_diff",0.986349361,0.001673431,0.002841001,100
"20241112","COMPASS","FE_2_low",0.991361346,0.002903497,0.036738913,60
"20241112","COMPASS","FE_2_high",0.986337761,0.002141165,0.053559898,500
"20241112","COMPASS","FE_Tot_low",0.990911927,0.002180251,0.039353552,60
"20241112","COMPASS","FE_Tot_high",0.98817161,0.002008094,0.041131203,100
"20241112","COMPASS","FE_2_abs2",0.993272455,0.004406153,0.042412142,100
"20241112","COMPASS","FE_3_abs1",0.856956466,0.0000137,0.037512257,500
"20241112","COMPASS","FE_2_diff",0.983608345,0.001727771,0.003463781,100
"20241105","COMPASS","FE_2_low",0.9966364,0.00285992,0.037071484,60
"20241105","COMPASS","FE_2_high",0.987819935,0.002190527,0.053001564,500
"20241105","COMPASS","FE_Tot_low",0.993851644,0.002086121,0.039973094,60
"20241105","COMPASS","FE_Tot_high",0.994009358,0.001952522,0.041352602,100
"20241105","COMPASS","FE_2_abs2",0.996997093,0.004483004,0.042238595,100
"20241105","COMPASS","FE_3_abs1",0.844147198,0.0000108,0.037646303,500
"20241105","COMPASS","FE_2_diff",0.994241205,0.001746724,0.003660958,100
"20241104","COMPASS","FE_2_low",0.996829864,0.002751888,0.037624113,60
"20241104","COMPASS","FE_2_high",0.989457789,0.00214222,0.052043446,500
"20241104","COMPASS","FE_Tot_low",0.993789052,0.002078956,0.040033307,60
"20241104","COMPASS","FE_Tot_high",0.987298871,0.001916202,0.041636923,100
"20241104","COMPASS","FE_2_abs2",0.997942577,0.004543384,0.040423505,100
"20241104","COMPASS","FE_3_abs1",0.862694943,0.0000107,0.037301433,500
"20241104","COMPASS","FE_2_diff",0.986117893,0.001640586,0.003857894,100
"20241022","GENX2","FE_2_low",0.992925197,0.002641433,0.039769332,60
"20241022","GENX2","FE_2_high",0.989479539,0.002034843,0.051879917,500
"20241022","GENX2","FE_Tot_low",0.992720951,0.002098934,0.039781521,60
"20241022","GENX2","FE_Tot_high",0.994599661,0.002005088,0.040728897,100
"20241022","GENX2","FE_2_abs2",0.998636984,0.004573482,0.039784993,100
"20241022","GENX2","FE_3_abs1",0.70896561,0.0000098,0.038761048,500
"20241022","GENX2","FE_2_diff",0.985562506,0.001563441,0.003435948,100
"20241021","GENX2","FE_2_diff",0.9817839,0.001510624,0.003903363,100
"20241021","GENX2","FE_3_abs1",0.1705563,0.00000466,0.0402887,500
"20240710","GENX2","FE_2_diff",0.9919127,0.001594976,0.00197042,100
"20240710","GENX2","FE_3_abs1",0.5694653,0.00000774,0.03909067,500
"20241021","GENX2","FE_2_abs2",0.997659505,0.00439151,0.042848288,100
"20240711","GENX2","FE_2_diff",0.9868696,0.001348116,0.003705596,100
"20240711","GENX2","FE_3_abs1",0.606294,0.00000781,0.0381582,500
"20240711","GENX2","FE_2_low",0.997261647,0.002803795,0.038429611,60
"20240711","GENX2","FE_2_high",0.989155674,0.002401452,0.049245177,500
"20240711","GENX2","FE_Tot_low",0.982341609,0.001953023,0.04062714,60
"20240711","GENX2","FE_Tot_high",0.984344254,0.001660715,0.04192552,100
"20240711","GENX2","FE_2_abs2",0.996040745,0.004378368,0.041816988,100
"20241021","GenX","FE_2_low",0.996206676,0.002838412,0.039318282,60
"20241021","GenX","FE_2_high",0.992491081,0.002123296,0.05346497,500
"20241021","GenX","FE_Tot_low",0.991456054,0.001890854,0.041325072,60
"20241021","GenX","FE_Tot_high",0.989362734,0.001725103,0.043054496,100
"20240710","GenX","FE_2_low",0.99239018,0.002956891,0.038772918,60
"20240710","GenX","FE_2_high",0.99550993,0.002415889,0.04920975,500
"20240710","GenX","FE_Tot_low",0.986706369,0.002082039,0.041247872,60
"20240710","GenX","FE_Tot_high",0.98802187,0.002008051,0.041994783,100
"20221222","GenX","FE_2_low",0.989405082,0.002980166,0.037740217,60
"20221222","GenX","FE_Tot_low",0.992326815,0.005004083,0.038396757,60
"20240710","GenX","FE_2_abs2",0.9962234,0.004534356,0.04266465,100
